event_id,timestamp,clip_id,zone,behavior_class,policy_rule_ref,event_description,severity,escalation_action,frame_number,created_at
238d735a-892e-4ba6-9823-cdad5f7a7f21,2026-06-23T01:06:22.583010,2_tr15.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 66.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
bc089f83-ca93-48f2-8652-101b8c8ed7c0,2026-06-23T01:06:22.565515,2_tr14.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 74.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
2f727e70-f81e-4ab6-bee7-47e423a33dbe,2026-06-23T01:06:22.554066,2_tr129.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,37,2026-06-22 20:06:22
4fb888df-3927-4889-a8c5-e1094d9c37ea,2026-06-23T01:06:22.539244,2_tr128.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,37,2026-06-22 20:06:22
2c001e55-5012-4f48-9c34-82f41edc1559,2026-06-23T01:06:22.502709,2_tr127.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,32,2026-06-22 20:06:22
fee542ba-c1b7-4a30-bcaa-697f81e09b8c,2026-06-23T01:06:22.491747,2_tr126.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,150,2026-06-22 20:06:22
18f8e2ec-4ad4-4ac9-88b1-ddbba0554b9f,2026-06-23T01:06:22.481559,2_tr125.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 4/10 frames agreeing (avg confidence: 61.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,138,2026-06-22 20:06:22
26a9bdda-dec1-46d4-85b3-8cb597e83d8b,2026-06-23T01:06:22.471163,2_tr122.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,125,2026-06-22 20:06:22
ccf00ab1-9e08-4e1d-b569-79e3445f2183,2026-06-23T01:06:22.455944,2_tr121.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 90.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,113,2026-06-22 20:06:22
c8509241-c7f2-451f-9cc8-3f353c9faf5f,2026-06-23T01:06:22.354166,2_tr120.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:22
98793bd2-c847-435d-a425-cfcf1b2b0b74,2026-06-23T01:06:22.299698,2_tr12.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
b5e1bb15-5d56-4721-91a4-a9d8e7f3daf7,2026-06-23T01:06:22.281185,2_tr115.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,100,2026-06-22 20:06:22
e388591a-7769-4260-9812-653bfcd33260,2026-06-23T01:06:22.265080,2_tr114.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 88.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,100,2026-06-22 20:06:22
f9929afd-9c23-4c91-821d-ab31ec62cc50,2026-06-23T01:06:22.248796,2_tr113.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,100,2026-06-22 20:06:22
78b02639-ca2a-411b-8535-aacb79875ae0,2026-06-23T01:06:22.233512,2_tr112.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 88.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,100,2026-06-22 20:06:22
d4cf75fb-7845-48dd-8da5-190d2e7b8532,2026-06-23T01:06:22.218456,2_tr111.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,100,2026-06-22 20:06:22
5da92b4a-6d61-4d4b-b0b5-15421cc8fd83,2026-06-23T01:06:22.202873,2_tr11.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
7f16e35e-3b7a-499b-b82b-f698fc716f7d,2026-06-23T01:06:22.186771,2_tr109.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 88.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,88,2026-06-22 20:06:22
6372f736-9b45-44c3-bf3f-3b0c09604548,2026-06-23T01:06:22.169760,2_tr108.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 8/10 frames agreeing (avg confidence: 64.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,88,2026-06-22 20:06:22
3e36ae64-7ecb-4111-b3c5-a6c8a66baf1e,2026-06-23T01:06:22.150913,2_tr106.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 74.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
40310ce9-9830-4f16-aec9-b51de328c638,2026-06-23T01:06:22.135035,2_tr104.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
8b6b9485-8bd4-452a-a1fd-babfa7797513,2026-06-23T01:06:22.119675,2_tr103.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
c6f2f322-e462-4f52-ba86-a32e594054e8,2026-06-23T01:06:22.103188,2_tr102.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
f62ce4ce-47e3-46e7-b726-1fa8c1930a3c,2026-06-23T01:06:22.086309,2_tr101.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
02922a9a-ba9c-4143-b206-2c2915664641,2026-06-23T01:06:22.066867,2_tr100.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:22
d5cdcaba-5ec0-4aa1-aa22-ad82eae23903,2026-06-23T01:06:22.046540,2_tr10.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 79.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
2708b667-2db1-4632-9908-6ed02c33ae68,2026-06-23T01:06:22.030355,1_tr97.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 9/10 frames agreeing (avg confidence: 78.4%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:22
436ee914-0bbd-43b3-a266-de418dcdf213,2026-06-23T01:06:22.015094,1_tr96.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 9/10 frames agreeing (avg confidence: 74.9%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:22
efe07bfc-3a0c-491e-831c-580a0f1bed70,2026-06-23T01:06:21.999502,1_tr95.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 88.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:22
949dc5bf-85e6-4aed-af31-8c2590baa127,2026-06-23T01:06:21.982722,1_tr94.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 88.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
ac24ccfe-be00-48a7-aafa-7e8f1091df4a,2026-06-23T01:06:21.966408,1_tr93.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 75.5%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
56033634-83c0-42de-bf9d-83300667ae4f,2026-06-23T01:06:21.950233,1_tr92.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 79.9%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
13a07c4f-8379-4171-aacc-138538b4596f,2026-06-23T01:06:21.935014,1_tr91.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 70.9%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
a09791a9-17ce-4a6f-a0b1-3f2d5d87e829,2026-06-23T01:06:21.913453,1_tr90.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 6/10 frames agreeing (avg confidence: 64.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
94c15329-7fb9-48c1-92ed-4a48f16eb571,2026-06-23T01:06:21.891660,1_tr9.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 69.5%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
02710c41-16a1-4e2a-8e2f-2c2342fcceb5,2026-06-23T01:06:21.870391,1_tr89.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 85.1%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
0a430998-f793-498f-aac2-3cbb61817941,2026-06-23T01:06:21.848492,1_tr88.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 6/10 frames agreeing (avg confidence: 72.4%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
369036e4-b2aa-46ae-ade9-574d915a43e3,2026-06-23T01:06:21.827721,1_tr87.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 61.9%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,87,2026-06-22 20:06:21
f45f5530-f567-4e95-9571-2d4d6155d3eb,2026-06-23T01:06:21.806896,1_tr86.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 65.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,87,2026-06-22 20:06:21
cdd7c3fa-8f5c-4323-9770-679406512bbd,2026-06-23T01:06:21.784393,1_tr85.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 87.3%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:21
0bf96f38-e083-4f97-b530-dc0c0e73ca6b,2026-06-23T01:06:21.762931,1_tr84.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 96.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,87,2026-06-22 20:06:21
dd47ed0b-a4a1-4604-8524-db3f5bd33960,2026-06-23T01:06:21.747494,1_tr83.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 92.2%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,90,2026-06-22 20:06:21
835d460d-927c-476c-853f-bf90da8a26b2,2026-06-23T01:06:21.730617,1_tr82.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 9/10 frames agreeing (avg confidence: 91.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,96,2026-06-22 20:06:21
1fcd5b0e-7dbd-48a2-a246-39c4d3a5e327,2026-06-23T01:06:21.713604,1_tr80.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 95.2%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,99,2026-06-22 20:06:21
01ea4f7e-2077-48a5-9267-c21ef0127687,2026-06-23T01:06:21.697556,1_tr8.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 68.3%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
61c0942f-c198-443a-845c-f7902a339a68,2026-06-23T01:06:21.681192,1_tr79.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 95.4%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
5eb332e8-355c-439b-958a-2ca079321d1f,2026-06-23T01:06:21.664699,1_tr78.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 71.8%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
34cacd57-3865-4080-b9ab-11bcb1d10bb1,2026-06-23T01:06:21.645317,1_tr77.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 62.1%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
bd52d9e9-48de-4711-9980-fe863df51ff8,2026-06-23T01:06:21.623924,1_tr76.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 61.4%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
44bbdae3-5e3b-4692-ab5a-6de618f70c2c,2026-06-23T01:06:21.601033,1_tr75.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 77.9%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
64fb0e05-f8ea-44cc-8807-afbf0fbfe0c8,2026-06-23T01:06:21.578550,1_tr74.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 69.6%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
b03914b3-dbb9-405b-991f-af0db483521f,2026-06-23T01:06:21.557348,1_tr73.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 68.9%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
d17c6184-7e1b-428f-9ab4-14ebe20bd0ad,2026-06-23T01:06:21.535502,1_tr72.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 95.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
75d36830-eaa4-442d-9d09-4ead9bce5373,2026-06-23T01:06:21.513179,1_tr71.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 94.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
db5d1f85-d661-49ef-a9c2-45e88dd45d3b,2026-06-23T01:06:21.494234,1_tr70.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 98.4%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
5241b69a-fe4a-4938-8cae-4a29403636b8,2026-06-23T01:06:21.478161,1_tr7.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 8/10 frames agreeing (avg confidence: 61.0%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
2cec3e1e-b6fe-46b5-9c71-18808bc1e07b,2026-06-23T01:06:21.462393,1_tr69.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 90.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,112,2026-06-22 20:06:21
19fd0748-abf8-4287-8b11-d6288a3d5413,2026-06-23T01:06:21.446369,1_tr68.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 91.7%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,124,2026-06-22 20:06:21
fb78683f-80bc-43e6-b767-5cd350052865,2026-06-23T01:06:21.430421,1_tr67.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 66.9%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,129,2026-06-22 20:06:21
025267eb-2c90-4eff-85ab-72429b577852,2026-06-23T01:06:21.414410,1_tr65.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 67.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,130,2026-06-22 20:06:21
34c1a1e6-89b5-400b-bb34-aedfd78f6183,2026-06-23T01:06:21.397663,1_tr62.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 62.3%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,118,2026-06-22 20:06:21
d13f1abc-3705-49aa-b1a8-7fba9b2cda18,2026-06-23T01:06:21.375805,1_tr6.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 7/10 frames agreeing (avg confidence: 66.5%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
2f0e0a46-3841-42ea-bf10-16e5b343cf12,2026-06-23T01:06:21.354482,1_tr56.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 67.0%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,130,2026-06-22 20:06:21
ff84cf39-3147-4152-b008-d4fc0d32e9a7,2026-06-23T01:06:21.332484,1_tr54.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 6/10 frames agreeing (avg confidence: 68.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,131,2026-06-22 20:06:21
c845b954-7327-4192-b930-c87557e12dd4,2026-06-23T01:06:21.312110,1_tr53.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 61.7%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,131,2026-06-22 20:06:21
6dd4d168-146d-40df-883c-024664a51954,2026-06-23T01:06:21.292451,1_tr50.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 98.5%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,136,2026-06-22 20:06:21
50b8952b-06b9-4e70-b928-2aaf48b882f8,2026-06-23T01:06:21.272983,1_tr5.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 82.0%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
6c4ba7a6-e36c-4c8e-8253-d0c8663c1c7e,2026-06-23T01:06:21.252606,1_tr49.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 96.8%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,136,2026-06-22 20:06:21
0cf64889-7c1d-4f03-a29b-e230c6ee2299,2026-06-23T01:06:21.233799,1_tr48.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 8/10 frames agreeing (avg confidence: 61.2%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,135,2026-06-22 20:06:21
85c6b1e0-e64a-44eb-83f7-3a8fd4b1bfe6,2026-06-23T01:06:21.219241,1_tr47.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 9/10 frames agreeing (avg confidence: 61.5%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,135,2026-06-22 20:06:21
a6f77b61-ca9f-4ec9-bc0f-e2746d4ec4d7,2026-06-23T01:06:21.204366,1_tr45.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 70.7%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,135,2026-06-22 20:06:21
e2df6131-1cb2-4fde-b4cc-55efac832a5f,2026-06-23T01:06:21.187873,1_tr44.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 72.0%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,135,2026-06-22 20:06:21
aa49b0d5-abcf-4ae5-98bf-8a63679729c1,2026-06-23T01:06:21.171910,1_tr4.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 6/10 frames agreeing (avg confidence: 60.3%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,86,2026-06-22 20:06:21
6f901772-bb31-4f0b-b320-6ab490259058,2026-06-23T01:06:21.154026,1_tr39.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 62.4%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,135,2026-06-22 20:06:21
7ec81ce7-f130-427f-8df3-c832e85fe13f,2026-06-23T01:06:21.130650,1_tr37.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 96.6%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,148,2026-06-22 20:06:21
dae9ce9d-adc5-4776-9514-9129e1be41da,2026-06-23T01:06:21.110287,1_tr36.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 83.5%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,149,2026-06-22 20:06:21
1b918db7-4db4-46ce-a4f3-105d42f62e5c,2026-06-23T01:06:21.089235,1_tr35.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 95.2%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,161,2026-06-22 20:06:21
19669aa6-d6f9-470c-887d-d45b541e8ab8,2026-06-23T01:06:21.067887,1_tr34.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 79.3%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,161,2026-06-22 20:06:21
2fc42bcb-2085-4f5f-8e3b-8910c41580b5,2026-06-23T01:06:21.045162,1_tr33.mp4,Walkway Zone,Safe Walkway Violation,Section 3.3.2,Video classified as 'Safe Walkway Violation' with 10/10 frames agreeing (avg confidence: 87.5%). Policy reference: Section 3.3.2.,HIGH,Real-time alert triggered + DB log,161,2026-06-22 20:06:21
